Time,Displacement,Force,Tensile displacement,Tensile strain (Displacement),Tensile stress
(s),(mm),(N),(mm),(%),(MPa)
"0.0000","0.0000","0.0310","0.0000","0.0000","0.0002"
"0.0200","0.0003","0.0248","0.0003","0.0003","0.0002"
"0.0400","0.0010","0.0519","0.0010","0.0007","0.0004"
"0.0600","0.0020","0.1068","0.0020","0.0015","0.0008"
"0.0800","0.0036","0.2087","0.0036","0.0027","0.0016"
"0.1000","0.0064","0.3648","0.0064","0.0049","0.0028"
"0.1200","0.0130","0.6829","0.0130","0.0100","0.0053"
"0.1400","0.0208","1.2787","0.0208","0.0160","0.0099"
"0.1600","0.0280","2.0311","0.0280","0.0216","0.0158"
"0.1800","0.0363","2.8012","0.0363","0.0280","0.0217"
"0.2000","0.0436","3.5913","0.0436","0.0336","0.0279"
"0.2200","0.0493","4.2769","0.0493","0.0380","0.0332"
"0.2400","0.0547","4.8235","0.0547","0.0421","0.0375"
"0.2600","0.0604","5.2902","0.0604","0.0465","0.0411"
"0.2800","0.0667","5.7451","0.0667","0.0513","0.0446"
"0.3000","0.0730","6.2349","0.0730","0.0562","0.0484"
"0.3200","0.0796","6.7333","0.0796","0.0613","0.0523"
"0.3400","0.0878","7.2746","0.0878","0.0675","0.0565"
"0.3600","0.0947","7.8781","0.0947","0.0729","0.0612"
"0.3800","0.0999","8.3927","0.0999","0.0769","0.0652"
"0.4000","0.1052","8.7684","0.1052","0.0810","0.0681"
"0.4200","0.1110","9.1587","0.1110","0.0855","0.0711"
"0.4400","0.1179","9.5902","0.1179","0.0907","0.0745"
"0.4600","0.1250","10.0704","0.1250","0.0962","0.0782"
"0.4800","0.1321","10.6254","0.1321","0.1017","0.0825"
"0.5000","0.1404","11.2024","0.1404","0.1080","0.0870"
"0.5200","0.1474","11.7869","0.1474","0.1134","0.0915"
"0.5400","0.1528","12.2836","0.1528","0.1176","0.0954"
"0.5600","0.1586","12.6560","0.1586","0.1221","0.0983"
"0.5800","0.1651","13.0171","0.1651","0.1271","0.1011"
"0.6000","0.1723","13.4753","0.1723","0.1327","0.1046"
"0.6200","0.1795","13.9737","0.1795","0.1382","0.1085"
"0.6400","0.1872","14.5075","0.1872","0.1441","0.1126"
"0.6600","0.1953","15.0638","0.1953","0.1503","0.1170"
"0.6800","0.2010","15.5787","0.2010","0.1547","0.1210"
"0.7000","0.2062","15.9631","0.2062","0.1587","0.1239"
"0.7200","0.2116","16.2839","0.2116","0.1629","0.1264"
"0.7400","0.2176","16.5859","0.2176","0.1675","0.1288"
"0.7600","0.2241","16.9591","0.2241","0.1725","0.1317"
"0.7800","0.2308","17.3694","0.2308","0.1776","0.1349"
"0.8000","0.2381","17.8451","0.2381","0.1833","0.1386"
"0.8200","0.2467","18.4153","0.2467","0.1899","0.1430"
"0.8400","0.2532","18.9753","0.2532","0.1949","0.1473"
"0.8600","0.2588","19.3679","0.2588","0.1992","0.1504"
"0.8800","0.2648","19.7070","0.2648","0.2038","0.1530"
"0.9000","0.2714","20.0321","0.2714","0.2089","0.1555"
"0.9200","0.2785","20.4442","0.2785","0.2143","0.1587"
"0.9400","0.2854","20.9668","0.2854","0.2196","0.1628"
"0.9600","0.2934","21.4920","0.2934","0.2258","0.1669"
"0.9800","0.3012","22.0419","0.3012","0.2318","0.1711"
"1.0000","0.3066","22.4934","0.3066","0.2360","0.1746"
"1.0200","0.3119","22.8114","0.3119","0.2400","0.1771"
"1.0400","0.3176","23.1037","0.3176","0.2445","0.1794"
"1.0600","0.3243","23.4179","0.3243","0.2496","0.1818"
"1.0800","0.3314","23.8177","0.3314","0.2551","0.1849"
"1.1000","0.3384","24.2711","0.3384","0.2605","0.1884"
"1.1200","0.3469","24.7325","0.3469","0.2670","0.1920"
"1.1400","0.3547","25.2781","0.3547","0.2730","0.1963"
"1.1600","0.3605","25.7896","0.3605","0.2775","0.2002"
"1.1800","0.3662","26.1487","0.3662","0.2819","0.2030"
"1.2000","0.3722","26.4588","0.3722","0.2865","0.2054"
"1.2200","0.3789","26.7867","0.3789","0.2917","0.2080"
"1.2400","0.3854","27.1553","0.3854","0.2967","0.2108"
"1.2600","0.3920","27.5432","0.3920","0.3017","0.2139"
"1.2800","0.4000","28.0222","0.4000","0.3079","0.2176"
"1.3000","0.4072","28.5862","0.4072","0.3134","0.2220"
"1.3200","0.4126","29.0603","0.4126","0.3176","0.2256"
"1.3400","0.4181","29.4246","0.4181","0.3218","0.2285"
"1.3600","0.4240","29.7994","0.4240","0.3264","0.2314"
"1.3800","0.4306","30.2350","0.4306","0.3314","0.2348"
"1.4000","0.4374","30.7450","0.4374","0.3366","0.2387"
"1.4200","0.4447","31.2960","0.4447","0.3423","0.2430"
"1.4400","0.4537","31.9559","0.4537","0.3492","0.2481"
"1.4600","0.4611","32.6861","0.4611","0.3549","0.2538"
"1.4800","0.4670","33.2759","0.4670","0.3594","0.2584"
"1.5000","0.4727","33.7276","0.4727","0.3639","0.2619"
"1.5200","0.4790","34.1351","0.4790","0.3687","0.2650"
"1.5400","0.4857","34.5712","0.4857","0.3738","0.2684"
"1.5600","0.4922","35.0744","0.4922","0.3789","0.2723"
"1.5800","0.4996","35.6431","0.4996","0.3846","0.2767"
"1.6000","0.5076","36.2908","0.5076","0.3907","0.2818"
"1.6200","0.5134","36.9316","0.5134","0.3952","0.2867"
"1.6400","0.5189","37.4204","0.5189","0.3994","0.2905"
"1.6600","0.5245","37.8485","0.5245","0.4037","0.2939"
"1.6800","0.5310","38.2892","0.5310","0.4087","0.2973"
"1.7000","0.5380","38.8029","0.5380","0.4141","0.3013"
"1.7200","0.5451","39.4203","0.5451","0.4195","0.3061"
"1.7400","0.5529","40.0892","0.5529","0.4256","0.3113"
"1.7600","0.5609","40.8431","0.5609","0.4318","0.3171"
"1.7800","0.5667","41.5654","0.5667","0.4362","0.3227"
"1.8000","0.5722","42.1262","0.5722","0.4404","0.3271"
"1.8200","0.5779","42.5899","0.5779","0.4448","0.3307"
"1.8400","0.5846","43.0840","0.5846","0.4500","0.3345"
"1.8600","0.5917","43.6695","0.5917","0.4555","0.3391"
"1.8800","0.5984","44.3318","0.5984","0.4606","0.3442"
"1.9000","0.6063","45.0219","0.6063","0.4667","0.3496"
"1.9200","0.6141","45.7833","0.6141","0.4727","0.3555"
"1.9400","0.6196","46.5316","0.6196","0.4769","0.3613"
"1.9600","0.6250","47.1002","0.6250","0.4811","0.3657"
"1.9800","0.6309","47.5898","0.6309","0.4856","0.3695"
"2.0000","0.6376","48.1141","0.6376","0.4908","0.3736"
"2.0200","0.6446","48.7556","0.6446","0.4961","0.3786"
"2.0400","0.6518","49.4620","0.6518","0.5017","0.3840"
"2.0600","0.6604","50.2450","0.6604","0.5083","0.3901"
"2.0800","0.6682","51.1103","0.6682","0.5143","0.3968"
"2.1000","0.6742","51.9309","0.6742","0.5190","0.4032"
"2.1200","0.6799","52.5685","0.6799","0.5234","0.4082"
"2.1400","0.6861","53.1171","0.6861","0.5281","0.4124"
"2.1600","0.6927","53.6824","0.6927","0.5332","0.4168"
"2.1800","0.6994","54.3369","0.6994","0.5383","0.4219"
"2.2000","0.7060","55.0103","0.7060","0.5434","0.4271"
"2.2200","0.7135","55.7163","0.7135","0.5492","0.4326"
"2.2400","0.7195","56.4363","0.7195","0.5538","0.4382"
"2.2600","0.7245","57.0497","0.7245","0.5576","0.4430"
"2.2800","0.7301","57.5619","0.7301","0.5620","0.4469"
"2.3000","0.7365","58.0984","0.7365","0.5669","0.4511"
"2.3200","0.7438","58.7418","0.7438","0.5725","0.4561"
"2.3400","0.7516","59.5166","0.7516","0.5785","0.4621"
"2.3600","0.7598","60.3872","0.7598","0.5848","0.4689"
"2.3800","0.7685","61.3198","0.7685","0.5915","0.4761"
"2.4000","0.7744","62.2398","0.7744","0.5961","0.4833"
"2.4200","0.7796","62.9235","0.7796","0.6001","0.4886"
"2.4400","0.7852","63.4533","0.7852","0.6044","0.4927"
"2.4600","0.7913","63.9675","0.7913","0.6091","0.4967"
"2.4800","0.7979","64.5611","0.7979","0.6142","0.5013"
"2.5000","0.8046","65.2366","0.8046","0.6193","0.5065"
"2.5200","0.8122","65.9804","0.8122","0.6252","0.5123"
"2.5400","0.8208","66.8351","0.8208","0.6318","0.5189"
"2.5600","0.8272","67.7395","0.8272","0.6367","0.5260"
"2.5800","0.8328","68.4816","0.8328","0.6410","0.5317"
"2.6000","0.8385","69.0703","0.8385","0.6454","0.5363"
"2.6200","0.8448","69.6429","0.8448","0.6503","0.5407"
"2.6400","0.8514","70.2694","0.8514","0.6553","0.5456"
"2.6600","0.8582","70.9603","0.8582","0.6605","0.5510"
"2.6800","0.8661","71.7121","0.8661","0.6667","0.5568"
"2.7000","0.8742","72.5726","0.8742","0.6728","0.5635"
"2.7200","0.8800","73.4251","0.8800","0.6773","0.5701"
"2.7400","0.8855","74.1068","0.8855","0.6816","0.5754"
"2.7600","0.8912","74.6629","0.8912","0.6860","0.5797"
"2.7800","0.8978","75.2282","0.8978","0.6910","0.5841"
"2.8000","0.9046","75.8915","0.9046","0.6963","0.5892"
"2.8200","0.9115","76.6125","0.9115","0.7016","0.5948"
"2.8400","0.9196","77.3836","0.9196","0.7078","0.6008"
"2.8600","0.9272","78.2524","0.9272","0.7137","0.6076"
"2.8800","0.9326","79.0642","0.9326","0.7178","0.6139"
"2.9000","0.9380","79.6816","0.9380","0.7220","0.6187"
"2.9120","0.9416","80.0119","0.9416","0.7248","0.6212"

