Time,Displacement,Force,Tensile displacement,Tensile strain (Displacement),Tensile stress
(s),(mm),(N),(mm),(%),(MPa)
"0.0000","0.0000","0.0113","0.0000","0.0000","0.0001"
"0.0200","0.0005","0.0170","0.0005","0.0005","0.0001"
"0.0400","0.0022","0.0060","0.0022","0.0023","0.0000"
"0.0600","0.0073","0.0374","0.0073","0.0073","0.0003"
"0.0800","0.0143","0.0621","0.0143","0.0144","0.0005"
"0.1000","0.0205","0.0458","0.0205","0.0206","0.0004"
"0.1200","0.0273","0.0619","0.0273","0.0274","0.0005"
"0.1400","0.0343","0.0776","0.0343","0.0345","0.0006"
"0.1600","0.0415","0.0956","0.0415","0.0417","0.0007"
"0.1800","0.0499","0.2006","0.0499","0.0502","0.0016"
"0.2000","0.0569","0.3933","0.0569","0.0572","0.0031"
"0.2200","0.0623","0.5858","0.0623","0.0626","0.0045"
"0.2400","0.0680","0.7714","0.0680","0.0683","0.0060"
"0.2600","0.0740","0.9071","0.0740","0.0743","0.0070"
"0.2800","0.0806","1.0845","0.0806","0.0810","0.0084"
"0.3000","0.0873","1.2717","0.0873","0.0877","0.0099"
"0.3200","0.0940","1.4500","0.0940","0.0945","0.0113"
"0.3400","0.1020","1.6542","0.1020","0.1025","0.0128"
"0.3600","0.1090","1.8850","0.1090","0.1095","0.0146"
"0.3800","0.1142","2.0835","0.1142","0.1148","0.0162"
"0.4000","0.1196","2.2806","0.1196","0.1201","0.0177"
"0.4200","0.1255","2.4594","0.1255","0.1261","0.0191"
"0.4400","0.1324","2.6359","0.1324","0.1331","0.0205"
"0.4600","0.1395","2.8289","0.1395","0.1402","0.0220"
"0.4800","0.1468","3.0360","0.1468","0.1475","0.0236"
"0.5000","0.1551","3.2700","0.1551","0.1559","0.0254"
"0.5200","0.1619","3.5254","0.1619","0.1626","0.0274"
"0.5400","0.1672","3.7364","0.1672","0.1680","0.0290"
"0.5600","0.1729","3.9262","0.1729","0.1738","0.0305"
"0.5800","0.1792","4.1350","0.1792","0.1801","0.0321"
"0.6000","0.1863","4.3350","0.1863","0.1872","0.0337"
"0.6200","0.1934","4.5640","0.1934","0.1943","0.0354"
"0.6400","0.2009","4.8337","0.2009","0.2019","0.0375"
"0.6600","0.2093","5.1408","0.2093","0.2103","0.0399"
"0.6800","0.2153","5.4785","0.2153","0.2163","0.0425"
"0.7000","0.2206","5.7811","0.2206","0.2217","0.0449"
"0.7200","0.2261","6.0387","0.2261","0.2272","0.0469"
"0.7400","0.2324","6.2946","0.2324","0.2335","0.0489"
"0.7600","0.2391","6.5763","0.2391","0.2403","0.0511"
"0.7800","0.2457","6.8683","0.2457","0.2469","0.0533"
"0.8000","0.2531","7.1891","0.2531","0.2543","0.0558"
"0.8200","0.2614","7.4995","0.2614","0.2626","0.0582"
"0.8400","0.2677","7.8168","0.2677","0.2690","0.0607"
"0.8600","0.2734","8.0039","0.2734","0.2747","0.0621"
"0.8800","0.2793","7.6399","0.2793","0.2806","0.0593"
"0.9000","0.2860","7.4372","0.2860","0.2874","0.0577"
"0.9200","0.2932","7.6604","0.2932","0.2946","0.0595"
"0.9400","0.3001","7.9797","0.3001","0.3015","0.0620"
"0.9600","0.3079","8.3660","0.3079","0.3094","0.0650"
"0.9800","0.3157","8.7330","0.3157","0.3172","0.0678"
"1.0000","0.3213","9.0518","0.3213","0.3228","0.0703"
"1.0200","0.3266","9.3708","0.3266","0.3282","0.0728"
"1.0400","0.3324","9.6209","0.3324","0.3340","0.0747"
"1.0600","0.3390","9.8928","0.3390","0.3406","0.0768"
"1.0800","0.3458","10.1828","0.3458","0.3474","0.0791"
"1.1000","0.3528","10.4918","0.3528","0.3545","0.0815"
"1.1200","0.3614","10.8434","0.3614","0.3632","0.0842"
"1.1400","0.3695","11.2149","0.3695","0.3713","0.0871"
"1.1600","0.3755","11.5838","0.3755","0.3773","0.0899"
"1.1800","0.3812","11.8979","0.3812","0.3830","0.0924"
"1.2000","0.3873","12.1662","0.3873","0.3891","0.0945"
"1.2200","0.3938","12.4384","0.3938","0.3957","0.0966"
"1.2400","0.4002","12.7161","0.4002","0.4022","0.0987"
