Time,Displacement,Force,Tensile displacement,Tensile strain (Displacement),Tensile stress
"1.9000","0.6215","21.7159","0.6215","0.6245","0.1686"
"1.9200","0.6277","22.1109","0.6277","0.6307","0.1717"
"1.9400","0.6332","22.4229","0.6332","0.6362","0.1741"
"1.9600","0.6390","22.7246","0.6390","0.6421","0.1764"
"1.9800","0.6455","23.0178","0.6455","0.6487","0.1787"
"2.0000","0.6525","23.3160","0.6525","0.6556","0.1810"
"2.0200","0.6594","23.6692","0.6594","0.6626","0.1838"
"2.0400","0.6674","24.0287","0.6674","0.6706","0.1866"
"2.0600","0.6756","24.4072","0.6756","0.6788","0.1895"
"2.0800","0.6814","24.7898","0.6814","0.6846","0.1925"
"2.1000","0.6867","25.0931","0.6867","0.6900","0.1948"
"2.1200","0.6923","25.3622","0.6923","0.6956","0.1969"
"2.1400","0.6986","25.6503","0.6986","0.7020","0.1992"
"2.1600","0.7053","25.9128","0.7053","0.7087","0.2012"
"2.1800","0.7121","26.2331","0.7121","0.7155","0.2037"
"2.2000","0.7200","26.5674","0.7200","0.7235","0.2063"
"2.2200","0.7277","26.9083","0.7277","0.7312","0.2089"
"2.2400","0.7334","27.2628","0.7334","0.7369","0.2117"
"2.2600","0.7391","27.5548","0.7391","0.7426","0.2139"
"2.2800","0.7451","27.8078","0.7451","0.7487","0.2159"
"2.3000","0.7521","28.0905","0.7521","0.7558","0.2181"
"2.3200","0.7593","28.3877","0.7593","0.7629","0.2204"
"2.3400","0.7663","28.6957","0.7663","0.7700","0.2228"
"2.3600","0.7745","29.0443","0.7745","0.7782","0.2255"
"2.3800","0.7816","29.3655","0.7816","0.7853","0.2280"
"2.4000","0.7868","29.6682","0.7868","0.7906","0.2304"
"2.4200","0.7922","29.9156","0.7922","0.7960","0.2323"
"2.4400","0.7983","30.1181","0.7983","0.8021","0.2338"
"2.4600","0.8052","30.3782","0.8052","0.8091","0.2359"
"2.4800","0.8120","30.6739","0.8120","0.8159","0.2382"
"2.5000","0.8193","30.9695","0.8193","0.8232","0.2405"
"2.5200","0.8280","31.3379","0.8280","0.8320","0.2433"
"2.5400","0.8354","31.6944","0.8354","0.8395","0.2461"
"2.5600","0.8413","32.0340","0.8413","0.8453","0.2487"
"2.5800","0.8470","32.3323","0.8470","0.8511","0.2510"
"2.6000","0.8532","32.5779","0.8532","0.8573","0.2529"
"2.6200","0.8598","32.8365","0.8598","0.8639","0.2550"
"2.6400","0.8661","33.1282","0.8661","0.8703","0.2572"
"2.6600","0.8727","33.4054","0.8727","0.8770","0.2594"
"2.6800","0.8807","33.7379","0.8807","0.8849","0.2620"
"2.7000","0.8871","34.0841","0.8871","0.8913","0.2646"
"2.7200","0.8925","34.3713","0.8925","0.8968","0.2669"
"2.7400","0.8983","34.6486","0.8983","0.9026","0.2690"
"2.7600","0.9046","34.8877","0.9046","0.9089","0.2709"
"2.7800","0.9114","35.1562","0.9114","0.9158","0.2730"
"2.8000","0.9183","35.4796","0.9183","0.9228","0.2755"
"2.8200","0.9263","35.8072","0.9263","0.9307","0.2780"
"2.8400","0.9351","36.1758","0.9351","0.9396","0.2809"
"2.8600","0.9415","36.5442","0.9415","0.9460","0.2837"
"2.8800","0.9471","36.8327","0.9471","0.9517","0.2860"
"2.9000","0.9530","37.1063","0.9530","0.9576","0.2881"
"2.9200","0.9597","37.3789","0.9597","0.9643","0.2902"
"2.9400","0.9665","37.6535","0.9665","0.9711","0.2924"
"2.9600","0.9733","37.9855","0.9733","0.9780","0.2949"
"2.9800","0.9811","38.3134","0.9811","0.9859","0.2975"
"3.0000","0.9885","38.6551","0.9885","0.9933","0.3001"
"3.0200","0.9938","38.9977","0.9938","0.9986","0.3028"
"3.0400","0.9992","39.2687","0.9992","1.0041","0.3049"
"3.0600","1.0051","39.5230","1.0051","1.0099","0.3069"
"3.0800","1.0115","39.8007","1.0115","1.0164","0.3090"
"3.1000","1.0183","40.0847","1.0183","1.0232","0.3112"
"3.1200","1.0252","40.4099","1.0252","1.0302","0.3138"
"3.1400","1.0333","40.7691","1.0333","1.0383","0.3165"
"3.1600","1.0410","41.1322","1.0410","1.0460","0.3194"
"3.1800","1.0467","41.5167","1.0467","1.0518","0.3224"
"3.2000","1.0526","41.8435","1.0526","1.0577","0.3249"
"3.2200","1.0591","42.1296","1.0591","1.0642","0.3271"
"3.2400","1.0662","42.4591","1.0662","1.0713","0.3297"
"3.2600","1.0730","42.7946","1.0730","1.0781","0.3323"
"3.2800","1.0799","43.1423","1.0799","1.0851","0.3350"
"3.3000","1.0880","43.5372","1.0880","1.0933","0.3380"
"3.3200","1.0948","43.9114","1.0948","1.1001","0.3409"
"3.3400","1.1002","44.2708","1.1002","1.1055","0.3437"
"3.3600","1.1058","44.5813","1.1058","1.1111","0.3461"
"3.3800","1.1119","44.8491","1.1119","1.1173","0.3482"
"3.4000","1.1185","45.1553","1.1185","1.1239","0.3506"
"3.4200","1.1251","45.4925","1.1251","1.1305","0.3532"
"3.4400","1.1326","45.8313","1.1326","1.1381","0.3559"
"3.4600","1.1416","46.2465","1.1416","1.1471","0.3591"
"3.4800","1.1486","46.6746","1.1486","1.1541","0.3624"
"3.5000","1.1543","47.0447","1.1543","1.1599","0.3653"
"3.5200","1.1601","47.3893","1.1601","1.1657","0.3679"
"3.5400","1.1664","47.6684","1.1664","1.1720","0.3701"
"3.5600","1.1731","47.9744","1.1731","1.1787","0.3725"
"3.5800","1.1798","48.3143","1.1798","1.1855","0.3751"
"3.6000","1.1873","48.6576","1.1873","1.1930","0.3778"
"3.6200","1.1948","49.0470","1.1948","1.2005","0.3808"
"3.6400","1.2001","49.4140","1.2001","1.2059","0.3837"
"3.6600","1.2053","49.7002","1.2053","1.2111","0.3859"
"3.6800","1.2112","49.9852","1.2112","1.2171","0.3881"
"3.7000","1.2180","50.2598","1.2180","1.2239","0.3902"
"3.7200","1.2253","50.5770","1.2253","1.2312","0.3927"
"3.7400","1.2327","50.9573","1.2327","1.2386","0.3957"
"3.7600","1.2409","51.3368","1.2409","1.2469","0.3986"
"3.7800","1.2489","51.7419","1.2489","1.2549","0.4017"
"3.8000","1.2548","52.1328","1.2548","1.2608","0.4048"
"3.8200","1.2603","52.4341","1.2603","1.2664","0.4071"
"3.8400","1.2663","52.7045","1.2663","1.2724","0.4092"
"3.8600","1.2730","52.9791","1.2730","1.2791","0.4113"
"3.8800","1.2795","53.2534","1.2795","1.2857","0.4135"
"3.9000","1.2861","53.5742","1.2861","1.2923","0.4160"
"3.9200","1.2940","53.8882","1.2940","1.3002","0.4184"
"3.9400","1.3014","54.2209","1.3014","1.3077","0.4210"
"3.9600","1.3071","54.5541","1.3071","1.3134","0.4236"
"3.9800","1.3126","54.8137","1.3126","1.3190","0.4256"
"4.0000","1.3185","55.0304","1.3185","1.3249","0.4273"
"4.0200","1.3251","55.2674","1.3251","1.3315","0.4291"
"4.0400","1.3318","55.5148","1.3318","1.3382","0.4310"
"4.0600","1.3388","55.8032","1.3388","1.3453","0.4333"
"4.0800","1.3474","56.1455","1.3474","1.3539","0.4359"
"4.1000","1.3548","56.4887","1.3548","1.3614","0.4386"
"4.1200","1.3604","56.8265","1.3604","1.3669","0.4412"
"4.1400","1.3659","57.0903","1.3659","1.3725","0.4433"
"4.1600","1.3722","57.3098","1.3722","1.3788","0.4450"
"4.1800","1.3791","57.5637","1.3791","1.3858","0.4469"
"4.2000","1.3859","57.8386","1.3859","1.3926","0.4491"
"4.2200","1.3933","58.1235","1.3933","1.4000","0.4513"
"4.2400","1.4018","58.4772","1.4018","1.4086","0.4540"
"4.2600","1.4081","58.8073","1.4081","1.4149","0.4566"
"4.2800","1.4134","59.0895","1.4134","1.4202","0.4588"
"4.3000","1.4190","59.3353","1.4190","1.4258","0.4607"
"4.3200","1.4253","59.5389","1.4253","1.4322","0.4623"
"4.3400","1.4323","59.7902","1.4323","1.4392","0.4642"
"4.3600","1.4393","60.0905","1.4393","1.4463","0.4666"
"4.3800","1.4472","60.3789","1.4472","1.4542","0.4688"
"4.4000","1.4557","60.7445","1.4557","1.4627","0.4716"
"4.4200","1.4619","61.0906","1.4619","1.4690","0.4743"
"4.4400","1.4674","61.3578","1.4674","1.4745","0.4764"
"4.4600","1.4733","61.6111","1.4733","1.4804","0.4784"
"4.4800","1.4798","61.8253","1.4798","1.4869","0.4800"
"4.5000","1.4864","62.0617","1.4864","1.4936","0.4819"
"4.5200","1.4926","62.3396","1.4926","1.4998","0.4840"
"4.5400","1.4996","62.5928","1.4996","1.5068","0.4860"
"4.5600","1.5074","62.8861","1.5074","1.5146","0.4883"
"4.5800","1.5134","63.2021","1.5134","1.5207","0.4907"
"4.6000","1.5190","63.4500","1.5190","1.5263","0.4926"
"4.6200","1.5250","63.6925","1.5250","1.5324","0.4945"
"4.6400","1.5316","63.9267","1.5316","1.5390","0.4963"
"4.6600","1.5388","64.1693","1.5388","1.5462","0.4982"
"4.6800","1.5462","64.4979","1.5462","1.5536","0.5008"
"4.7000","1.5548","64.8240","1.5548","1.5623","0.5033"
"4.7200","1.5626","65.1823","1.5626","1.5702","0.5061"
"4.7400","1.5681","65.5200","1.5681","1.5757","0.5087"
"4.7600","1.5735","65.7535","1.5735","1.5811","0.5105"
"4.7800","1.5794","65.9571","1.5794","1.5870","0.5121"
"4.8000","1.5860","66.1897","1.5860","1.5937","0.5139"
"4.8200","1.5927","66.4241","1.5927","1.6004","0.5157"
"4.8400","1.5994","66.7168","1.5994","1.6071","0.5180"
"4.8600","1.6076","67.0242","1.6076","1.6153","0.5204"
"4.8800","1.6147","67.3263","1.6147","1.6225","0.5227"
"4.9000","1.6202","67.6442","1.6202","1.6280","0.5252"
"4.9200","1.6258","67.8888","1.6258","1.6337","0.5271"
"4.9400","1.6319","68.1031","1.6319","1.6398","0.5288"
"4.9600","1.6387","68.3663","1.6387","1.6466","0.5308"
"4.9800","1.6457","68.6328","1.6457","1.6536","0.5329"
"5.0000","1.6530","68.9265","1.6530","1.6610","0.5352"
"5.0200","1.6612","69.2716","1.6612","1.6693","0.5378"
"5.0400","1.6679","69.5891","1.6679","1.6760","0.5403"
"5.0600","1.6734","69.8805","1.6734","1.6815","0.5426"
"5.0800","1.6792","70.1369","1.6792","1.6873","0.5446"
"5.1000","1.6856","70.3462","1.6856","1.6937","0.5462"
"5.1200","1.6924","70.5918","1.6924","1.7006","0.5481"
"5.1400","1.6989","70.8707","1.6989","1.7071","0.5503"
"5.1600","1.7058","71.1242","1.7058","1.7140","0.5522"
"5.1800","1.7139","71.4427","1.7139","1.7221","0.5547"
"5.2000","1.7205","71.7508","1.7205","1.7288","0.5571"
"5.2200","1.7260","72.0200","1.7260","1.7343","0.5592"
"5.2400","1.7320","72.2731","1.7320","1.7403","0.5612"
"5.2600","1.7386","72.4846","1.7386","1.7470","0.5628"
"5.2800","1.7456","72.7396","1.7456","1.7540","0.5648"
"5.3000","1.7527","73.0359","1.7527","1.7611","0.5671"
"5.3200","1.7608","73.3279","1.7608","1.7693","0.5693"
"5.3400","1.7694","73.6802","1.7694","1.7779","0.5721"
"5.3600","1.7755","74.0300","1.7755","1.7841","0.5748"
"5.3800","1.7810","74.2892","1.7810","1.7895","0.5768"
"5.4000","1.7865","74.5210","1.7865","1.7951","0.5786"
"5.4200","1.7928","74.7182","1.7928","1.8015","0.5801"
"5.4400","1.7994","74.9206","1.7994","1.8080","0.5817"
"5.4600","1.8059","75.1870","1.8059","1.8146","0.5838"
"5.4800","1.8133","75.4546","1.8133","1.8221","0.5859"
"5.5000","1.8209","75.7602","1.8209","1.8297","0.5882"
"5.5200","1.8265","76.0763","1.8265","1.8353","0.5907"
"5.5400","1.8320","76.3129","1.8320","1.8408","0.5925"
"5.5600","1.8381","76.5309","1.8381","1.8469","0.5942"
"5.5800","1.8451","76.7705","1.8451","1.8540","0.5961"
"5.6000","1.8524","77.0280","1.8524","1.8613","0.5981"
"5.6200","1.8595","77.3447","1.8595","1.8685","0.6005"
"5.6400","1.8677","77.6645","1.8677","1.8767","0.6030"
"5.6600","1.8751","77.9896","1.8751","1.8842","0.6055"
"5.6800","1.8807","78.3007","1.8807","1.8898","0.6080"
"5.7000","1.8863","78.5333","1.8863","1.8954","0.6098"
"5.7200","1.8924","78.7294","1.8924","1.9016","0.6113"
"5.7400","1.8993","78.9648","1.8993","1.9085","0.6131"
"5.7600","1.9062","79.2108","1.9062","1.9154","0.6150"
"5.7800","1.9131","79.4777","1.9131","1.9223","0.6171"
"5.8000","1.9212","79.7311","1.9212","1.9305","0.6191"
"5.8200","1.9283","79.9884","1.9283","1.9376","0.6211"
"5.8210","1.9286","80.0016","1.9286","1.9379","0.6212"

