Time,Displacement,Force,Tensile displacement,Tensile strain (Displacement),Tensile stress
(s),(mm),(N),(mm),(%),(MPa)
"0.0000","0.0000","0.0089","0.0000","0.0000","0.0001"
"0.0200","0.0004","0.0062","0.0004","0.0004","0.0000"
"0.0400","0.0012","0.0240","0.0012","0.0012","0.0002"
"0.0600","0.0043","0.0849","0.0043","0.0043","0.0007"
"0.0800","0.0117","0.1436","0.0117","0.0117","0.0011"
"0.1000","0.0183","0.1350","0.0183","0.0182","0.0010"
"0.1200","0.0241","0.1270","0.0241","0.0241","0.0010"
"0.1400","0.0304","0.1443","0.0304","0.0304","0.0011"
"0.1600","0.0377","0.1551","0.0377","0.0376","0.0012"
"0.1800","0.0449","0.1295","0.0449","0.0448","0.0010"
"0.2000","0.0523","0.1437","0.0523","0.0522","0.0011"
"0.2200","0.0606","0.1437","0.0606","0.0605","0.0011"
"0.2400","0.0671","0.1154","0.0671","0.0670","0.0009"
"0.2600","0.0723","0.1022","0.0723","0.0722","0.0008"
"0.2800","0.0778","0.1322","0.0778","0.0776","0.0010"
"0.3000","0.0839","0.1522","0.0839","0.0837","0.0012"
"0.3200","0.0907","0.1451","0.0907","0.0905","0.0011"
"0.3400","0.0974","0.1390","0.0974","0.0972","0.0011"
"0.3600","0.1041","0.1503","0.1041","0.1039","0.0012"
"0.3800","0.1121","0.1526","0.1121","0.1118","0.0012"
"0.4000","0.1187","0.1229","0.1187","0.1184","0.0010"
"0.4200","0.1240","0.1221","0.1240","0.1237","0.0009"
"0.4400","0.1294","0.2530","0.1294","0.1291","0.0020"
"0.4600","0.1353","0.5790","0.1353","0.1350","0.0045"
"0.4800","0.1420","1.0867","0.1420","0.1417","0.0084"
"0.5000","0.1491","1.7267","0.1491","0.1487","0.0134"
"0.5200","0.1567","2.3023","0.1567","0.1563","0.0179"
"0.5400","0.1656","2.4349","0.1656","0.1652","0.0189"
"0.5600","0.1728","2.8441","0.1728","0.1724","0.0221"
"0.5800","0.1785","3.6268","0.1785","0.1781","0.0282"
"0.6000","0.1841","4.4649","0.1841","0.1837","0.0347"
"0.6200","0.1902","5.2356","0.1902","0.1898","0.0407"
"0.6400","0.1969","6.0052","0.1969","0.1965","0.0466"
"0.6600","0.2037","6.7725","0.2037","0.2033","0.0526"
"0.6800","0.2112","7.5357","0.2112","0.2107","0.0585"
"0.7000","0.2192","8.3233","0.2192","0.2187","0.0646"
"0.7200","0.2249","9.0717","0.2249","0.2244","0.0704"
"0.7400","0.2302","9.5821","0.2302","0.2297","0.0744"
"0.7600","0.2357","10.0853","0.2357","0.2352","0.0783"
"0.7800","0.2420","10.7850","0.2420","0.2415","0.0837"
"0.8000","0.2489","11.7411","0.2489","0.2484","0.0912"
"0.8200","0.2557","12.8547","0.2557","0.2552","0.0998"
"0.8400","0.2635","13.9263","0.2635","0.2629","0.1081"
"0.8600","0.2719","15.0634","0.2719","0.2713","0.1170"
"0.8800","0.2781","16.3690","0.2781","0.2775","0.1271"
"0.9000","0.2836","17.6267","0.2836","0.2830","0.1369"
"0.9200","0.2895","18.8323","0.2895","0.2889","0.1462"
"0.9400","0.2964","20.1060","0.2964","0.2957","0.1561"
"0.9600","0.3034","21.5590","0.3034","0.3028","0.1674"
"0.9800","0.3104","23.1331","0.3104","0.3097","0.1796"
"1.0000","0.3185","24.8194","0.3185","0.3178","0.1927"
"1.0200","0.3259","26.7492","0.3259","0.3251","0.2077"
"1.0400","0.3312","28.5795","0.3312","0.3305","0.2219"
"1.0600","0.3364","30.0371","0.3364","0.3357","0.2332"
"1.0800","0.3421","31.3050","0.3421","0.3413","0.2431"
"1.1000","0.3485","32.6693","0.3485","0.3478","0.2537"
"1.1200","0.3552","34.2052","0.3552","0.3544","0.2656"
"1.1400","0.3623","35.8269","0.3623","0.3615","0.2782"
"1.1600","0.3712","37.5390","0.3712","0.3704","0.2915"
"1.1800","0.3800","39.4364","0.3800","0.3792","0.3062"
"1.2000","0.3865","41.0923","0.3865","0.3856","0.3191"
"1.2200","0.3921","42.1954","0.3921","0.3912","0.3276"
"1.2400","0.3979","42.9643","0.3979","0.3970","0.3336"
