Time,Displacement,Force,Tensile displacement,Tensile strain (Displacement),Tensile stress
(s),(mm),(N),(mm),(%),(MPa)
"0.0000","0.0000","0.0228","0.0000","0.0000","0.0002"
"0.0200","0.0003","0.0302","0.0003","0.0003","0.0002"
"0.0400","0.0009","0.0762","0.0009","0.0009","0.0006"
"0.0600","0.0019","0.1946","0.0019","0.0019","0.0015"
"0.0800","0.0035","0.3794","0.0035","0.0034","0.0029"
"0.1000","0.0062","0.6599","0.0062","0.0061","0.0051"
"0.1200","0.0127","1.0321","0.0127","0.0126","0.0080"
"0.1400","0.0210","1.3574","0.0210","0.0209","0.0105"
"0.1600","0.0282","1.5178","0.0282","0.0281","0.0118"
"0.1800","0.0353","1.6592","0.0353","0.0351","0.0129"
"0.2000","0.0436","1.9333","0.0436","0.0434","0.0150"
"0.2200","0.0508","2.3109","0.0508","0.0506","0.0179"
"0.2400","0.0559","2.7114","0.0559","0.0557","0.0211"
"0.2600","0.0612","3.1040","0.0612","0.0609","0.0241"
"0.2800","0.0668","3.5435","0.0668","0.0665","0.0275"
"0.3000","0.0731","4.1030","0.0731","0.0728","0.0319"
"0.3200","0.0797","4.8151","0.0797","0.0794","0.0374"
"0.3400","0.0863","5.6270","0.0863","0.0860","0.0437"
"0.3600","0.0940","6.4765","0.0940","0.0936","0.0503"
"0.3800","0.1013","7.3798","0.1013","0.1009","0.0573"
"0.4000","0.1067","8.2292","0.1067","0.1063","0.0639"
"0.4200","0.1122","8.9658","0.1122","0.1117","0.0696"
"0.4400","0.1179","9.6525","0.1179","0.1174","0.0749"
"0.4600","0.1243","10.3649","0.1243","0.1238","0.0805"
"0.4800","0.1311","11.1602","0.1311","0.1305","0.0867"
"0.5000","0.1379","12.0320","0.1379","0.1373","0.0934"
"0.5200","0.1457","12.9492","0.1457","0.1451","0.1005"
"0.5400","0.1533","13.9508","0.1533","0.1527","0.1083"
"0.5600","0.1591","14.9013","0.1591","0.1584","0.1157"
"0.5800","0.1650","15.7265","0.1650","0.1643","0.1221"
"0.6000","0.1713","16.5223","0.1713","0.1706","0.1283"
"0.6200","0.1784","17.3957","0.1784","0.1776","0.1351"
"0.6400","0.1852","18.3416","0.1852","0.1844","0.1424"
"0.6600","0.1920","19.2517","0.1920","0.1912","0.1495"
"0.6800","0.2000","20.3150","0.2000","0.1991","0.1577"
"0.7000","0.2069","21.3234","0.2069","0.2060","0.1656"
"0.7200","0.2123","22.3393","0.2123","0.2114","0.1735"
"0.7400","0.2179","23.2500","0.2179","0.2170","0.1805"
"0.7600","0.2241","24.0477","0.2241","0.2232","0.1867"
"0.7800","0.2309","24.9828","0.2309","0.2299","0.1940"
"0.8000","0.2377","26.0533","0.2377","0.2367","0.2023"
"0.8200","0.2451","27.0490","0.2451","0.2440","0.2100"
"0.8400","0.2537","28.1995","0.2537","0.2526","0.2190"
"0.8600","0.2606","29.3622","0.2606","0.2595","0.2280"
"0.8800","0.2665","30.2693","0.2665","0.2653","0.2350"
"0.9000","0.2722","30.9019","0.2722","0.2710","0.2399"
"0.9200","0.2784","31.3154","0.2784","0.2772","0.2431"
"0.9400","0.2852","31.6812","0.2852","0.2840","0.2460"
"0.9600","0.2918","32.0318","0.2918","0.2906","0.2487"
"0.9800","0.2991","32.3201","0.2991","0.2978","0.2509"
"1.0000","0.3070","32.8350","0.3070","0.3057","0.2549"
"1.0200","0.3126","33.4967","0.3126","0.3113","0.2601"
"1.0400","0.3178","33.9812","0.3178","0.3165","0.2638"
"1.0600","0.3236","34.4664","0.3236","0.3222","0.2676"
"1.0800","0.3300","35.0448","0.3300","0.3286","0.2721"
"1.1000","0.3372","35.7796","0.3372","0.3358","0.2778"
"1.1200","0.3446","36.6331","0.3446","0.3431","0.2844"
"1.1400","0.3527","37.4961","0.3527","0.3512","0.2911"
"1.1600","0.3610","38.4534","0.3610","0.3595","0.2986"
"1.1800","0.3670","39.3476","0.3670","0.3654","0.3055"
"1.2000","0.3726","39.9475","0.3726","0.3710","0.3102"
"1.2200","0.3786","40.4796","0.3786","0.3770","0.3143"
"1.2400","0.3852","41.0780","0.3852","0.3836","0.3189"
"1.2600","0.3918","41.7780","0.3918","0.3901","0.3244"
"1.2800","0.3984","42.5216","0.3984","0.3967","0.3302"
"1.3000","0.4060","43.3075","0.4060","0.4043","0.3363"
"1.3200","0.4137","44.2441","0.4137","0.4119","0.3435"
"1.3400","0.4193","45.1358","0.4193","0.4175","0.3505"
"1.3600","0.4249","45.7934","0.4249","0.4230","0.3556"
"1.3800","0.4307","46.3758","0.4307","0.4288","0.3601"
"1.4000","0.4371","47.0401","0.4371","0.4352","0.3652"
"1.4200","0.4439","47.8444","0.4439","0.4420","0.3715"
"1.4400","0.4509","48.7487","0.4509","0.4490","0.3785"
"1.4600","0.4593","49.7457","0.4593","0.4573","0.3862"
"1.4800","0.4672","50.8898","0.4672","0.4652","0.3951"
"1.5000","0.4729","51.8978","0.4729","0.4709","0.4030"
"1.5200","0.4786","52.6183","0.4786","0.4765","0.4085"
"1.5400","0.4845","53.2467","0.4845","0.4824","0.4134"
"1.5600","0.4911","53.9401","0.4911","0.4890","0.4188"
"1.5800","0.4980","54.7865","0.4980","0.4958","0.4254"
"1.6000","0.5051","55.7225","0.5051","0.5029","0.4326"
"1.6200","0.5134","56.7344","0.5134","0.5112","0.4405"
"1.6400","0.5202","57.8356","0.5202","0.5180","0.4491"
"1.6600","0.5254","58.7034","0.5254","0.5232","0.4558"
"1.6800","0.5310","59.3213","0.5310","0.5288","0.4606"
"1.7000","0.5374","59.9704","0.5374","0.5351","0.4656"
"1.7200","0.5445","60.8086","0.5445","0.5422","0.4721"
"1.7400","0.5515","61.8072","0.5515","0.5491","0.4799"
"1.7600","0.5591","62.8513","0.5591","0.5567","0.4880"
"1.7800","0.5677","64.0065","0.5677","0.5652","0.4970"
"1.8000","0.5742","65.2253","0.5742","0.5718","0.5064"
"1.8200","0.5797","66.1270","0.5797","0.5772","0.5134"
"1.8400","0.5853","66.7653","0.5853","0.5828","0.5184"
"1.8600","0.5916","67.3804","0.5916","0.5891","0.5232"
"1.8800","0.5983","68.1764","0.5983","0.5958","0.5293"
"1.9000","0.6047","69.0761","0.6047","0.6022","0.5363"
"1.9200","0.6118","69.9977","0.6118","0.6092","0.5435"
"1.9400","0.6196","71.0386","0.6196","0.6170","0.5516"
"1.9600","0.6258","72.1368","0.6258","0.6231","0.5601"
"1.9800","0.6313","72.9634","0.6313","0.6286","0.5665"
"2.0000","0.6373","73.6235","0.6373","0.6346","0.5716"
"2.0200","0.6439","74.3546","0.6439","0.6412","0.5773"
"2.0400","0.6510","75.2564","0.6510","0.6482","0.5843"
"2.0600","0.6581","76.2839","0.6581","0.6552","0.5923"
"2.0800","0.6664","77.3924","0.6664","0.6635","0.6009"
"2.1000","0.6748","78.6862","0.6748","0.6719","0.6109"
"2.1200","0.6805","79.8647","0.6805","0.6776","0.6201"
"2.1230","0.6813","80.0022","0.6813","0.6784","0.6212"

