Time,Displacement,Force,Tensile displacement,Tensile strain (Displacement),Tensile stress
(s),(mm),(N),(mm),(%),(MPa)
"0.0000","0.0000","-0.0506","0.0000","0.0000","-0.0004"
"0.0200","0.0004","-0.0297","0.0004","0.0004","-0.0002"
"0.0400","0.0016","0.0253","0.0016","0.0016","0.0002"
"0.0600","0.0058","0.3256","0.0058","0.0057","0.0025"
"0.0800","0.0130","1.0872","0.0130","0.0129","0.0084"
"0.1000","0.0199","2.1473","0.0199","0.0199","0.0167"
"0.1200","0.0269","3.2224","0.0269","0.0268","0.0250"
"0.1400","0.0340","4.2325","0.0340","0.0338","0.0329"
"0.1600","0.0406","5.1950","0.0406","0.0405","0.0403"
"0.1800","0.0480","6.0800","0.0480","0.0478","0.0472"
"0.2000","0.0556","6.9426","0.0556","0.0554","0.0539"
"0.2200","0.0613","7.7043","0.0613","0.0611","0.0598"
"0.2400","0.0668","8.3368","0.0668","0.0665","0.0647"
"0.2600","0.0724","8.8995","0.0724","0.0721","0.0691"
"0.2800","0.0787","9.4958","0.0787","0.0783","0.0737"
"0.3000","0.0854","10.1775","0.0854","0.0851","0.0790"
"0.3200","0.0922","10.9431","0.0922","0.0918","0.0850"
"0.3400","0.1001","11.7505","0.1001","0.0997","0.0912"
"0.3600","0.1084","12.6280","0.1084","0.1079","0.0980"
"0.3800","0.1141","13.4627","0.1141","0.1137","0.1045"
"0.4000","0.1194","14.1219","0.1194","0.1189","0.1096"
"0.4200","0.1247","14.7031","0.1247","0.1242","0.1142"
"0.4400","0.1309","15.3040","0.1309","0.1303","0.1188"
"0.4600","0.1374","16.0278","0.1374","0.1368","0.1244"
"0.4800","0.1439","16.8228","0.1439","0.1433","0.1306"
"0.5000","0.1515","17.6404","0.1515","0.1509","0.1370"
"0.5200","0.1597","18.5516","0.1597","0.1591","0.1440"
"0.5400","0.1657","19.4139","0.1657","0.1650","0.1507"
"0.5600","0.1714","20.0561","0.1714","0.1707","0.1557"
"0.5800","0.1777","20.6139","0.1777","0.1769","0.1601"
"0.6000","0.1846","21.1495","0.1846","0.1838","0.1642"
"0.6200","0.1918","21.7141","0.1918","0.1909","0.1686"
"0.6400","0.1987","22.2368","0.1987","0.1979","0.1727"
"0.6600","0.2068","22.7263","0.2068","0.2059","0.1765"
"0.6800","0.2141","23.2714","0.2141","0.2132","0.1807"
"0.7000","0.2195","23.7210","0.2195","0.2185","0.1842"
"0.7200","0.2251","24.0541","0.2251","0.2241","0.1868"
"0.7400","0.2313","24.4433","0.2313","0.2303","0.1898"
"0.7600","0.2381","24.9347","0.2381","0.2371","0.1936"
"0.7800","0.2447","25.4909","0.2447","0.2437","0.1979"
"0.8000","0.2515","26.0597","0.2515","0.2504","0.2023"
"0.8200","0.2597","26.6538","0.2597","0.2586","0.2070"
"0.8400","0.2671","27.3438","0.2671","0.2659","0.2123"
"0.8600","0.2727","27.9536","0.2727","0.2716","0.2170"
"0.8800","0.2786","28.3731","0.2786","0.2774","0.2203"
"0.9000","0.2849","28.8263","0.2849","0.2837","0.2238"
"0.9200","0.2918","29.4619","0.2918","0.2906","0.2288"
"0.9400","0.2987","30.2039","0.2987","0.2974","0.2345"
"0.9600","0.3058","30.9653","0.3058","0.3045","0.2404"
