Time,Displacement,Force,Tensile displacement,Tensile strain (Displacement),Tensile stress
(s),(mm),(N),(mm),(%),(MPa)
"0.0000","0.0000","-0.0338","0.0000","0.0000","-0.0003"
"0.0200","0.0004","-0.0071","0.0004","0.0004","-0.0001"
"0.0400","0.0020","0.0696","0.0020","0.0016","0.0005"
"0.0600","0.0068","0.3053","0.0068","0.0056","0.0024"
"0.0800","0.0137","0.9099","0.0137","0.0112","0.0071"
"0.1000","0.0202","1.6120","0.0202","0.0165","0.0125"
"0.1200","0.0271","2.1599","0.0271","0.0222","0.0168"
"0.1400","0.0345","2.6219","0.0345","0.0282","0.0204"
"0.1600","0.0416","3.0894","0.0416","0.0340","0.0240"
"0.1800","0.0493","3.6367","0.0493","0.0403","0.0282"
"0.2000","0.0565","4.2556","0.0565","0.0462","0.0330"
"0.2200","0.0619","4.7775","0.0619","0.0506","0.0371"
"0.2400","0.0673","5.2594","0.0673","0.0550","0.0408"
"0.2600","0.0731","5.7693","0.0731","0.0597","0.0448"
"0.2800","0.0796","6.3413","0.0796","0.0650","0.0492"
"0.3000","0.0863","7.0484","0.0863","0.0705","0.0547"
"0.3200","0.0928","7.7650","0.0928","0.0758","0.0603"
"0.3400","0.1003","8.4841","0.1003","0.0819","0.0659"
"0.3600","0.1082","9.3162","0.1082","0.0884","0.0723"
"0.3800","0.1142","10.1168","0.1142","0.0933","0.0786"
"0.4000","0.1197","10.8039","0.1197","0.0978","0.0839"
"0.4200","0.1255","11.4534","0.1255","0.1025","0.0889"
"0.4400","0.1319","12.0895","0.1319","0.1078","0.0939"
"0.4600","0.1387","12.8045","0.1387","0.1133","0.0994"
"0.4800","0.1458","13.5818","0.1458","0.1191","0.1055"
"0.5000","0.1539","14.3895","0.1539","0.1257","0.1117"
"0.5200","0.1617","15.3324","0.1617","0.1321","0.1190"
"0.5400","0.1674","16.2141","0.1674","0.1367","0.1259"
"0.5600","0.1729","16.9138","0.1729","0.1412","0.1313"
"0.5800","0.1788","17.5820","0.1788","0.1460","0.1365"
"0.6000","0.1854","18.2443","0.1854","0.1515","0.1417"
"0.6200","0.1923","18.9651","0.1923","0.1571","0.1473"
"0.6400","0.1994","19.7607","0.1994","0.1629","0.1534"
"0.6600","0.2080","20.5994","0.2080","0.1699","0.1599"
"0.6800","0.2155","21.5581","0.2155","0.1760","0.1674"
"0.7000","0.2209","22.3884","0.2209","0.1805","0.1738"
"0.7200","0.2264","23.0321","0.2264","0.1850","0.1788"
"0.7400","0.2325","23.6241","0.2325","0.1899","0.1834"
"0.7600","0.2392","24.2496","0.2392","0.1954","0.1883"
"0.7800","0.2459","24.9505","0.2459","0.2009","0.1937"
"0.8000","0.2529","25.7390","0.2529","0.2066","0.1998"
"0.8200","0.2608","26.5088","0.2608","0.2131","0.2058"
"0.8400","0.2675","27.3068","0.2675","0.2185","0.2120"
"0.8600","0.2729","28.0129","0.2729","0.2229","0.2175"
"0.8800","0.2787","28.5700","0.2787","0.2277","0.2218"
"0.9000","0.2852","29.1298","0.2852","0.2330","0.2262"
"0.9200","0.2923","29.7726","0.2923","0.2388","0.2312"
"0.9400","0.2992","30.4709","0.2992","0.2444","0.2366"
"0.9600","0.3067","31.2305","0.3067","0.2505","0.2425"
"0.9800","0.3152","32.0371","0.3152","0.2575","0.2487"
"1.0000","0.3215","32.8578","0.3215","0.2626","0.2551"
"1.0200","0.3269","33.5659","0.3269","0.2670","0.2606"
"1.0400","0.3325","34.1009","0.3325","0.2716","0.2648"
"1.0600","0.3389","34.6458","0.3389","0.2769","0.2690"
"1.0800","0.3457","35.2948","0.3457","0.2824","0.2740"
"1.1000","0.3526","36.0018","0.3526","0.2880","0.2795"
"1.1200","0.3605","36.8391","0.3605","0.2945","0.2860"
"1.1400","0.3687","37.7328","0.3687","0.3012","0.2930"
"1.1600","0.3746","38.5274","0.3746","0.3060","0.2991"
"1.1800","0.3800","39.1864","0.3800","0.3104","0.3043"
"1.2000","0.3857","39.7740","0.3857","0.3151","0.3088"
"1.2200","0.3923","40.3425","0.3923","0.3205","0.3132"
"1.2400","0.3991","41.0423","0.3991","0.3260","0.3187"
"1.2600","0.4061","41.8178","0.4061","0.3317","0.3247"
"1.2800","0.4143","42.7057","0.4143","0.3384","0.3316"
"1.3000","0.4221","43.7992","0.4221","0.3448","0.3401"
"1.3200","0.4274","44.7614","0.4274","0.3491","0.3475"
"1.3400","0.4329","45.4549","0.4329","0.3536","0.3529"
"1.3600","0.4388","46.0870","0.4388","0.3585","0.3578"
"1.3800","0.4457","46.7037","0.4457","0.3640","0.3626"
"1.4000","0.4527","47.5341","0.4527","0.3698","0.3691"
"1.4200","0.4599","48.5052","0.4599","0.3757","0.3766"
"1.4400","0.4680","49.4335","0.4680","0.3823","0.3838"
"1.4600","0.4749","50.3894","0.4749","0.3879","0.3912"
"1.4800","0.4801","51.2661","0.4801","0.3922","0.3980"
"1.5000","0.4857","51.9375","0.4857","0.3968","0.4033"
"1.5200","0.4917","52.5040","0.4917","0.4017","0.4077"
"1.5400","0.4987","53.1597","0.4987","0.4073","0.4128"
"1.5600","0.5057","54.0054","0.5057","0.4131","0.4193"
"1.5800","0.5131","54.9290","0.5131","0.4191","0.4265"
"1.6000","0.5222","55.8151","0.5222","0.4265","0.4334"
"1.6200","0.5294","56.8591","0.5294","0.4324","0.4415"
"1.6400","0.5347","57.8518","0.5347","0.4368","0.4492"
"1.6600","0.5401","58.5295","0.5401","0.4412","0.4544"
"1.6800","0.5461","59.0205","0.5461","0.4461","0.4583"
"1.7000","0.5525","59.6002","0.5525","0.4513","0.4628"
"1.7200","0.5588","60.3097","0.5588","0.4565","0.4683"
"1.7400","0.5656","61.0890","0.5656","0.4620","0.4743"
"1.7600","0.5738","61.9195","0.5738","0.4687","0.4808"
"1.7800","0.5808","62.8813","0.5808","0.4745","0.4882"
"1.8000","0.5864","63.7684","0.5864","0.4790","0.4951"
"1.8200","0.5919","64.4147","0.5919","0.4835","0.5001"
"1.8400","0.5983","64.9779","0.5983","0.4887","0.5045"
"1.8600","0.6053","65.6856","0.6053","0.4944","0.5100"
"1.8800","0.6124","66.4939","0.6124","0.5003","0.5163"
"1.9000","0.6204","67.3465","0.6204","0.5068","0.5229"
"1.9200","0.6291","68.3134","0.6291","0.5139","0.5304"
"1.9400","0.6350","69.2681","0.6350","0.5187","0.5378"
