Time,Displacement,Force,Tensile displacement,Tensile strain (Displacement),Tensile stress
(s),(mm),(N),(mm),(%),(MPa)
"0.0000","0.0000","-0.0147","0.0000","0.0000","-0.0001"
"0.0200","0.0004","0.0073","0.0004","0.0003","0.0001"
"0.0400","0.0010","0.0622","0.0010","0.0008","0.0005"
"0.0600","0.0022","0.1315","0.0022","0.0018","0.0010"
"0.0800","0.0041","0.2480","0.0041","0.0033","0.0019"
"0.1000","0.0073","0.4414","0.0073","0.0060","0.0034"
"0.1200","0.0131","0.7580","0.0131","0.0107","0.0059"
"0.1400","0.0201","1.2664","0.0201","0.0165","0.0098"
"0.1600","0.0263","1.7279","0.0263","0.0215","0.0134"
"0.1800","0.0326","2.0400","0.0326","0.0266","0.0158"
"0.2000","0.0395","2.3234","0.0395","0.0322","0.0180"
"0.2200","0.0465","2.8439","0.0465","0.0380","0.0221"
"0.2400","0.0545","3.5614","0.0545","0.0445","0.0277"
"0.2600","0.0629","4.3392","0.0629","0.0514","0.0337"
"0.2800","0.0688","5.0225","0.0688","0.0562","0.0390"
"0.3000","0.0741","5.5837","0.0741","0.0606","0.0434"
"0.3200","0.0798","6.0589","0.0798","0.0652","0.0470"
"0.3400","0.0861","6.5137","0.0861","0.0703","0.0506"
"0.3600","0.0926","6.9770","0.0926","0.0756","0.0542"
"0.3800","0.0991","7.3890","0.0991","0.0810","0.0574"
"0.4000","0.1067","7.7999","0.1067","0.0872","0.0606"
"0.4200","0.1151","8.2543","0.1151","0.0941","0.0641"
"0.4400","0.1213","8.8762","0.1213","0.0991","0.0689"
"0.4600","0.1269","9.5827","0.1269","0.1037","0.0744"
"0.4800","0.1326","10.2860","0.1326","0.1083","0.0799"
"0.5000","0.1392","10.9728","0.1392","0.1137","0.0852"
"0.5200","0.1459","11.7300","0.1459","0.1192","0.0911"
"0.5400","0.1522","12.5173","0.1522","0.1243","0.0972"
"0.5600","0.1593","13.2928","0.1593","0.1301","0.1032"
"0.5800","0.1668","14.1044","0.1668","0.1362","0.1095"
"0.6000","0.1725","14.8926","0.1725","0.1409","0.1156"
"0.6200","0.1782","15.5768","0.1782","0.1456","0.1209"
"0.6400","0.1845","16.2341","0.1845","0.1507","0.1260"
"0.6600","0.1917","16.9307","0.1917","0.1566","0.1315"
"0.6800","0.1990","17.7465","0.1990","0.1625","0.1378"
"0.7000","0.2060","18.6090","0.2060","0.1683","0.1445"
"0.7200","0.2142","19.5124","0.2142","0.1750","0.1515"
"0.7400","0.2218","20.4970","0.2218","0.1812","0.1591"
"0.7600","0.2272","21.3641","0.2272","0.1856","0.1659"
"0.7800","0.2326","22.0925","0.2326","0.1900","0.1715"
"0.8000","0.2386","22.7646","0.2386","0.1949","0.1768"
"0.8200","0.2450","23.4938","0.2450","0.2001","0.1824"
"0.8400","0.2515","24.3128","0.2515","0.2054","0.1888"
"0.8600","0.2584","25.1750","0.2584","0.2111","0.1955"
"0.8800","0.2669","26.0954","0.2669","0.2180","0.2026"
"0.9000","0.2750","27.1742","0.2750","0.2246","0.2110"
"0.9200","0.2810","28.2148","0.2810","0.2296","0.2191"
"0.9400","0.2866","29.0701","0.2866","0.2341","0.2257"
"0.9600","0.2927","29.8129","0.2927","0.2391","0.2315"
"0.9800","0.2995","30.5779","0.2995","0.2447","0.2374"
"1.0000","0.3062","31.4128","0.3062","0.2501","0.2439"
"1.0200","0.3134","32.2731","0.3134","0.2560","0.2506"
"1.0400","0.3216","33.2034","0.3216","0.2627","0.2578"
