Time,Displacement,Force,Tensile displacement,Tensile strain (Displacement),Tensile stress
(s),(mm),(N),(mm),(%),(MPa)
"0.0000","0.0000","-0.1271","0.0000","0.0000","-0.0010"
"0.0200","0.0004","-0.1266","0.0004","0.0003","-0.0010"
"0.0400","0.0017","-0.0643","0.0017","0.0014","-0.0005"
"0.0600","0.0064","0.1944","0.0064","0.0052","0.0015"
"0.0800","0.0146","0.7236","0.0146","0.0119","0.0056"
"0.1000","0.0223","1.3253","0.0223","0.0182","0.0103"
"0.1200","0.0299","1.9359","0.0299","0.0244","0.0150"
"0.1400","0.0380","2.5291","0.0380","0.0310","0.0196"
"0.1600","0.0440","3.0462","0.0440","0.0360","0.0237"
"0.1800","0.0491","3.4902","0.0491","0.0401","0.0271"
"0.2000","0.0545","3.9134","0.0545","0.0445","0.0304"
"0.2200","0.0604","4.3462","0.0604","0.0493","0.0337"
"0.2400","0.0670","4.8627","0.0670","0.0547","0.0378"
"0.2600","0.0734","5.4501","0.0734","0.0599","0.0423"
"0.2800","0.0798","6.0702","0.0798","0.0652","0.0471"
"0.3000","0.0878","6.8349","0.0878","0.0717","0.0531"
"0.3200","0.0949","7.7433","0.0949","0.0775","0.0601"
"0.3400","0.1003","8.6017","0.1003","0.0820","0.0668"
"0.3600","0.1059","9.3521","0.1059","0.0865","0.0726"
"0.3800","0.1119","10.0469","0.1119","0.0914","0.0780"
"0.4000","0.1184","10.7982","0.1184","0.0968","0.0838"
"0.4200","0.1253","11.6370","0.1253","0.1023","0.0904"
"0.4400","0.1325","12.5557","0.1325","0.1083","0.0975"
"0.4600","0.1409","13.5600","0.1409","0.1151","0.1053"
"0.4800","0.1478","14.6350","0.1478","0.1207","0.1136"
"0.5000","0.1532","15.5747","0.1532","0.1251","0.1209"
"0.5200","0.1588","16.3801","0.1588","0.1297","0.1272"
"0.5400","0.1649","17.1153","0.1649","0.1347","0.1329"
"0.5600","0.1717","17.9196","0.1717","0.1403","0.1391"
"0.5800","0.1787","18.8551","0.1787","0.1460","0.1464"
"0.6000","0.1863","19.8845","0.1863","0.1521","0.1544"
"0.6200","0.1949","21.0234","0.1949","0.1592","0.1632"
"0.6400","0.2013","22.1823","0.2013","0.1644","0.1722"
"0.6600","0.2068","23.1324","0.2068","0.1689","0.1796"
"0.6800","0.2124","23.9108","0.2124","0.1735","0.1857"
"0.7000","0.2187","24.6526","0.2187","0.1786","0.1914"
"0.7200","0.2254","25.4293","0.2254","0.1841","0.1974"
"0.7400","0.2321","26.2762","0.2321","0.1896","0.2040"
"0.7600","0.2395","27.1663","0.2395","0.1956","0.2109"
"0.7800","0.2473","28.1464","0.2473","0.2020","0.2185"
"0.8000","0.2532","29.1394","0.2532","0.2069","0.2262"
"0.8200","0.2588","29.9780","0.2588","0.2114","0.2328"
"0.8400","0.2648","30.7133","0.2648","0.2163","0.2385"
"0.8600","0.2716","31.4424","0.2716","0.2218","0.2441"
"0.8800","0.2788","32.2274","0.2788","0.2277","0.2502"
"0.9000","0.2856","33.0419","0.2856","0.2333","0.2565"
"0.9200","0.2935","33.8287","0.2935","0.2398","0.2627"
"0.9400","0.3016","34.6874","0.3016","0.2463","0.2693"
"0.9600","0.3073","35.4923","0.3073","0.2510","0.2756"
"0.9800","0.3127","36.0813","0.3127","0.2554","0.2801"
"1.0000","0.3185","36.5897","0.3185","0.2602","0.2841"
"1.0200","0.3251","37.1549","0.3251","0.2656","0.2885"
"1.0400","0.3319","37.8212","0.3319","0.2711","0.2937"
"1.0600","0.3390","38.5386","0.3390","0.2769","0.2992"
"1.0800","0.3474","39.2878","0.3474","0.2838","0.3050"
"1.1000","0.3549","40.1104","0.3549","0.2899","0.3114"
"1.1200","0.3604","40.8271","0.3604","0.2944","0.3170"
"1.1400","0.3659","41.3521","0.3659","0.2989","0.3211"
"1.1600","0.3719","41.8399","0.3719","0.3038","0.3249"
"1.1800","0.3786","42.4386","0.3786","0.3093","0.3295"
"1.2000","0.3855","43.1359","0.3855","0.3149","0.3349"
"1.2200","0.3926","43.8936","0.3926","0.3207","0.3408"
"1.2400","0.4012","44.6992","0.4012","0.3277","0.3471"
"1.2600","0.4080","45.5559","0.4080","0.3333","0.3537"
"1.2800","0.4132","46.2297","0.4132","0.3376","0.3589"
"1.3000","0.4189","46.7411","0.4189","0.3422","0.3629"
"1.3200","0.4251","47.2442","0.4251","0.3473","0.3668"
"1.3400","0.4320","47.8833","0.4320","0.3529","0.3718"
"1.3600","0.4390","48.6341","0.4390","0.3586","0.3776"
"1.3800","0.4463","49.4447","0.4463","0.3646","0.3839"
"1.4000","0.4544","50.3181","0.4544","0.3712","0.3907"
"1.4200","0.4606","51.1784","0.4606","0.3763","0.3974"
