Time,Displacement,Force,Tensile displacement,Tensile strain (Displacement),Tensile stress
(s),(mm),(N),(mm),(%),(MPa)
"0.0000","0.0000","-0.0107","0.0000","0.0000","-0.0001"
"0.0200","0.0005","-0.0217","0.0005","0.0004","-0.0002"
"0.0400","0.0022","0.0240","0.0022","0.0019","0.0002"
"0.0600","0.0079","0.2165","0.0079","0.0066","0.0017"
"0.0800","0.0156","0.3982","0.0156","0.0131","0.0031"
"0.1000","0.0227","0.5885","0.0227","0.0190","0.0046"
"0.1200","0.0307","0.8428","0.0307","0.0256","0.0065"
"0.1400","0.0382","1.2061","0.0382","0.0320","0.0094"
"0.1600","0.0435","1.5992","0.0435","0.0364","0.0124"
"0.1800","0.0488","1.9725","0.0488","0.0408","0.0153"
"0.2000","0.0543","2.3081","0.0543","0.0454","0.0179"
"0.2200","0.0605","2.6626","0.0605","0.0506","0.0207"
"0.2400","0.0670","3.0616","0.0670","0.0560","0.0238"
"0.2600","0.0735","3.5409","0.0735","0.0615","0.0275"
"0.2800","0.0811","4.0522","0.0811","0.0678","0.0315"
"0.3000","0.0894","4.6243","0.0894","0.0747","0.0359"
"0.3200","0.0953","5.2000","0.0953","0.0797","0.0404"
"0.3400","0.1008","5.6915","0.1008","0.0843","0.0442"
"0.3600","0.1067","6.1385","0.1067","0.0892","0.0477"
"0.3800","0.1133","6.5965","0.1133","0.0947","0.0512"
"0.4000","0.1203","7.1236","0.1203","0.1006","0.0553"
"0.4200","0.1273","7.7107","0.1273","0.1065","0.0599"
"0.4400","0.1353","8.3288","0.1353","0.1131","0.0647"
"0.4600","0.1427","8.9645","0.1427","0.1193","0.0696"
"0.4800","0.1480","9.5331","0.1480","0.1237","0.0740"
"0.5000","0.1534","10.0089","0.1534","0.1283","0.0777"
"0.5200","0.1593","10.4520","0.1593","0.1332","0.0812"
"0.5400","0.1662","10.9264","0.1662","0.1389","0.0848"
"0.5600","0.1732","11.4300","0.1732","0.1448","0.0887"
"0.5800","0.1803","12.0198","0.1803","0.1507","0.0933"
