Time,Displacement,Force,Tensile displacement,Tensile strain (Displacement),Tensile stress
(s),(mm),(N),(mm),(%),(MPa)
"0.0000","0.0000","-0.0101","0.0000","0.0000","-0.0001"
"0.0200","0.0004","-0.0062","0.0004","0.0004","0.0000"
"0.0400","0.0020","0.0008","0.0020","0.0019","0.0000"
"0.0600","0.0070","0.0738","0.0070","0.0069","0.0006"
"0.0800","0.0150","0.1361","0.0150","0.0149","0.0011"
"0.1000","0.0220","0.1239","0.0220","0.0218","0.0010"
"0.1200","0.0291","0.1047","0.0291","0.0289","0.0008"
"0.1400","0.0374","0.1000","0.0374","0.0372","0.0008"
"0.1600","0.0440","0.0877","0.0440","0.0438","0.0007"
"0.1800","0.0491","0.0931","0.0491","0.0488","0.0007"
"0.2000","0.0544","0.0916","0.0544","0.0541","0.0007"
"0.2200","0.0603","0.1066","0.0603","0.0600","0.0008"
"0.2400","0.0669","0.1161","0.0669","0.0665","0.0009"
"0.2600","0.0733","0.1089","0.0733","0.0729","0.0008"
"0.2800","0.0800","0.0976","0.0800","0.0796","0.0008"
"0.3000","0.0884","0.1181","0.0884","0.0879","0.0009"
"0.3200","0.0957","0.1039","0.0957","0.0951","0.0008"
"0.3400","0.1015","0.0873","0.1015","0.1009","0.0007"
"0.3600","0.1073","0.0942","0.1073","0.1066","0.0007"
"0.3800","0.1135","0.1034","0.1135","0.1128","0.0008"
"0.4000","0.1202","0.1077","0.1202","0.1195","0.0008"
"0.4200","0.1268","0.1082","0.1268","0.1260","0.0008"
"0.4400","0.1337","0.1104","0.1337","0.1330","0.0009"
"0.4600","0.1414","0.1238","0.1414","0.1406","0.0010"
"0.4800","0.1474","0.1105","0.1474","0.1466","0.0009"
"0.5000","0.1525","0.0965","0.1525","0.1516","0.0007"
"0.5200","0.1581","0.1089","0.1581","0.1572","0.0008"
"0.5400","0.1645","0.1280","0.1645","0.1635","0.0010"
"0.5600","0.1719","0.1283","0.1719","0.1709","0.0010"
"0.5800","0.1792","0.1612","0.1792","0.1782","0.0013"
"0.6000","0.1872","0.3764","0.1872","0.1861","0.0029"
"0.6200","0.1957","0.6931","0.1957","0.1946","0.0054"
"0.6400","0.2020","1.0497","0.2020","0.2008","0.0081"
"0.6600","0.2075","1.3976","0.2075","0.2063","0.0109"
"0.6800","0.2132","1.6830","0.2132","0.2119","0.0131"
"0.7000","0.2197","1.9738","0.2197","0.2184","0.0153"
"0.7200","0.2265","2.2824","0.2265","0.2252","0.0177"
"0.7400","0.2330","2.6041","0.2330","0.2316","0.0202"
"0.7600","0.2402","2.9481","0.2402","0.2388","0.0229"
"0.7800","0.2482","3.3078","0.2482","0.2467","0.0257"
"0.8000","0.2542","3.6556","0.2542","0.2527","0.0284"
"0.8200","0.2598","3.9970","0.2598","0.2583","0.0310"
"0.8400","0.2656","4.3015","0.2656","0.2640","0.0334"
"0.8600","0.2721","4.6025","0.2721","0.2705","0.0357"
"0.8800","0.2789","4.9143","0.2789","0.2773","0.0382"
"0.9000","0.2857","5.2529","0.2857","0.2841","0.0408"
"0.9200","0.2938","5.6206","0.2938","0.2921","0.0436"
"0.9400","0.3019","6.0001","0.3019","0.3001","0.0466"
"0.9600","0.3077","6.3790","0.3077","0.3059","0.0495"
"0.9800","0.3132","6.7147","0.3132","0.3114","0.0521"
"1.0000","0.3190","7.0028","0.3190","0.3172","0.0544"
"1.0200","0.3255","7.2803","0.3255","0.3236","0.0565"
"1.0400","0.3323","7.6061","0.3323","0.3304","0.0591"
"1.0600","0.3392","7.9271","0.3392","0.3373","0.0615"
"1.0800","0.3474","8.2905","0.3474","0.3454","0.0644"
"1.1000","0.3548","8.6702","0.3548","0.3527","0.0673"
"1.1200","0.3604","9.0050","0.3604","0.3583","0.0699"
"1.1400","0.3662","9.3100","0.3662","0.3640","0.0723"
"1.1600","0.3723","9.5846","0.3723","0.3701","0.0744"
"1.1800","0.3792","9.8509","0.3792","0.3769","0.0765"
"1.2000","0.3862","10.1756","0.3862","0.3839","0.0790"
"1.2200","0.3937","10.5041","0.3937","0.3914","0.0816"
"1.2400","0.4023","10.8542","0.4023","0.4000","0.0843"
"1.2600","0.4092","11.2196","0.4092","0.4068","0.0871"
"1.2800","0.4147","11.5151","0.4147","0.4123","0.0894"
"1.3000","0.4204","11.7264","0.4204","0.4179","0.0910"
"1.3200","0.4266","11.8343","0.4266","0.4241","0.0919"
"1.3400","0.4332","11.8788","0.4332","0.4307","0.0922"
"1.3600","0.4394","12.0629","0.4394","0.4368","0.0937"
"1.3800","0.4461","12.3836","0.4461","0.4435","0.0962"
"1.4000","0.4541","12.7449","0.4541","0.4514","0.0990"
"1.4200","0.4607","13.1300","0.4607","0.4580","0.1019"
"1.4400","0.4664","13.4815","0.4664","0.4636","0.1047"
"1.4600","0.4723","13.7873","0.4723","0.4695","0.1070"
"1.4800","0.4787","14.0854","0.4787","0.4759","0.1094"
