Time,Displacement,Force,Tensile displacement,Tensile strain (Displacement),Tensile stress
(s),(mm),(N),(mm),(%),(MPa)
"0.0000","0.0000","-0.0250","0.0000","0.0000","-0.0002"
"0.0200","0.0004","-0.0288","0.0004","0.0004","-0.0002"
"0.0400","0.0017","-0.0042","0.0017","0.0017","0.0000"
"0.0600","0.0064","0.0638","0.0064","0.0064","0.0005"
"0.0800","0.0139","0.1131","0.0139","0.0138","0.0009"
"0.1000","0.0215","0.0780","0.0215","0.0214","0.0006"
"0.1200","0.0297","0.0702","0.0297","0.0295","0.0005"
"0.1400","0.0363","0.0555","0.0363","0.0361","0.0004"
"0.1600","0.0421","0.0426","0.0421","0.0418","0.0003"
"0.1800","0.0477","0.0647","0.0477","0.0474","0.0005"
"0.2000","0.0540","0.0841","0.0540","0.0537","0.0007"
"0.2200","0.0605","0.0621","0.0605","0.0601","0.0005"
"0.2400","0.0668","0.0674","0.0668","0.0664","0.0005"
"0.2600","0.0739","0.0698","0.0739","0.0734","0.0005"
"0.2800","0.0818","0.0761","0.0818","0.0813","0.0006"
"0.3000","0.0878","0.0621","0.0878","0.0872","0.0005"
"0.3200","0.0931","0.0616","0.0931","0.0926","0.0005"
"0.3400","0.0988","0.0734","0.0988","0.0982","0.0006"
"0.3600","0.1050","0.0903","0.1050","0.1044","0.0007"
"0.3800","0.1118","0.0835","0.1118","0.1112","0.0006"
"0.4000","0.1188","0.0783","0.1188","0.1181","0.0006"
"0.4200","0.1268","0.0916","0.1268","0.1261","0.0007"
"0.4400","0.1349","0.0700","0.1349","0.1341","0.0005"
"0.4600","0.1405","0.0616","0.1405","0.1397","0.0005"
"0.4800","0.1461","0.0741","0.1461","0.1452","0.0006"
"0.5000","0.1521","0.1011","0.1521","0.1512","0.0008"
"0.5200","0.1590","0.1353","0.1590","0.1580","0.0011"
"0.5400","0.1660","0.1721","0.1660","0.1651","0.0013"
"0.5600","0.1730","0.2662","0.1730","0.1720","0.0021"
"0.5800","0.1810","0.4714","0.1810","0.1799","0.0037"
"0.6000","0.1882","0.7461","0.1882","0.1871","0.0058"
"0.6200","0.1936","1.0608","0.1936","0.1924","0.0082"
"0.6400","0.1991","1.3849","0.1991","0.1979","0.0108"
"0.6600","0.2049","1.6708","0.2049","0.2037","0.0130"
"0.6800","0.2114","1.9674","0.2114","0.2101","0.0153"
"0.7000","0.2180","2.2719","0.2180","0.2167","0.0176"
"0.7200","0.2248","2.5990","0.2248","0.2234","0.0202"
